주문자ID,상품구매금액
pp1495,58810
pp1496,296270
pp1497,298970
pp1498,95120
pp1499,87720
pp150,2114900
pp1500,115650
pp1501,44400
pp1502,26700
pp1503,396200
pp1504,61900
pp1505,601340
pp1506,93120
pp1507,57850
pp1508,310740
pp1509,48500
pp151,399700
pp1510,69800
pp1511,72260
pp1512,155260
pp1513,248990
pp1514,67430
pp1515,173550
pp1516,178810
pp1517,94470
pp1518,298280
pp1519,99350
pp152,2015570
pp1520,441410
pp1521,55870
pp1524,1512530
pp1525,444080
pp1526,557990
pp1527,109660
pp1528,288490
pp1529,242500
pp153,706600
pp1530,121510
pp1531,75820
pp1532,132040
pp1533,563670
pp1535,61900
pp1536,250640
pp1537,205970
pp1538,64070
pp1539,33030
pp1540,63070
pp1541,192190
pp1542,199840
pp1543,388210
pp1544,100540
pp1545,9360
pp1546,327240
pp1547,158020
pp1548,222380
pp1549,64070
pp155,896070
pp1550,168640
pp1551,61470
pp1552,118250
pp1553,223570
pp1554,238600
pp1555,260480
pp1556,393550
pp1557,99350
pp1558,77900
pp1559,57850
pp156,77000
pp1560,278680
pp1561,163490
pp1562,109970
pp1563,168940
pp1564,99400
pp1565,959380
pp1566,75820
pp1567,176690
pp1568,59670
pp1569,99280
pp157,2997550
pp1570,224460
pp1571,168640
pp1572,64000
pp1573,87410
pp1574,485760
pp1575,454710
pp1576,668160
pp1577,150970
pp1578,96920
pp1579,233400
pp158,72600
pp1580,65640
pp1581,118250
pp1582,537780
pp1583,131470
pp1584,142740
pp1585,61260
pp1588,460890
pp159,2903450
pp1590,57850
pp1591,103720
pp1592,57850
pp1593,93150
pp1594,373390
pp1595,91520
pp1596,119750
pp1597,396740
pp1598,129300
pp1599,190010
pp160,333170
pp1600,16880
pp1601,210930
pp1602,49700
pp1603,258900
pp1604,115500
pp1605,342140
pp1606,129420
pp1607,98360
pp1608,59990
pp1609,124690
pp161,5253600
pp1610,167920
pp1611,240690
pp1612,218090
pp1613,9360
pp1614,63070
pp1615,103300
pp1616,57850
pp1617,284000
pp1618,75820
pp1619,200710
pp162,124100
pp1620,57220
pp1621,101870
pp1622,239690
pp1623,77630
pp1624,26700
pp1625,99350
pp1626,140020
pp1627,76710
pp1628,76100
pp1629,60900
pp163,1478590
pp1630,289590
pp1632,83710
pp1633,103800
pp1634,22110
pp1635,32950
pp1636,32300
pp1637,392820
pp1638,62500
pp1639,72210
pp164,138600
pp1640,188290
pp1641,425480
pp1643,48500
pp1644,805700
pp1645,369670
pp1646,190250
pp1647,304400
pp1648,254360
pp1649,137430
pp165,108000
pp1650,57850
pp1651,28200
pp1652,48500
pp1653,137940
pp1654,145500
pp1655,126140
pp1656,248220
pp1657,131280
pp1658,354920
pp1659,102040
pp166,575670
pp1660,288150
pp1661,107210
pp1662,207210
pp1663,110570
pp1664,362890
pp1665,74620
pp1666,339400
pp1667,115650
pp1668,158020
pp1669,475000
pp167,344270
pp1670,258800
pp1671,755130
pp1672,123120
pp1673,109850
pp1674,75820
pp1675,63070
pp1676,35000
pp1677,127540
pp1678,107970
pp1679,161820
pp168,228560
pp1680,97600
pp1681,371190
pp1682,65640
pp1683,63070
pp1684,61900
pp1686,20370
pp1687,41000
pp1688,32300
pp1689,39300
pp169,16500
pp1690,57850
pp1691,137620
pp1692,74920
pp1693,9810
pp1694,48500
pp1695,76100
pp1696,206600
pp1697,62500
pp1698,159610
pp1699,93300
pp170,615520
pp1700,61900
pp1701,164120
pp1702,102680
pp1703,51750
pp1704,87410
pp1705,63750
pp1706,74500
pp1707,30000
pp1708,76100
pp1709,590570
pp171,1023700
pp1710,117240
pp1712,62500
pp1713,113300
pp1714,114620
pp1715,407670
pp1716,113300
pp1717,118250
pp1718,99350
pp172,1445550
pp1720,57220
pp1721,617900
pp1722,80070
pp1723,188290
pp1725,61600
pp1726,117770
pp1727,37380
pp1728,113300
pp173,258500
pp1730,55870
pp174,2656680
pp175,287300
pp176,1436960
pp177,407480
pp178,5320550
pp179,363520
pp180,438790
pp181,4806380
pp182,53030
pp183,1805640
pp184,71500
pp185,330400
pp186,722060
pp187,448370
pp188,2278960
pp189,85400
pp190,112000
pp191,6300980
pp192,108900
pp193,1102160
pp194,2505670
pp195,4779510
pp196,1101200
pp198,223140
pp199,218500
pp200,1171400
pp201,864500
pp202,738380
pp203,1651950
pp204,363990
pp205,234800
pp206,1495690
pp207,70000
pp208,2144750
pp209,989110
pp210,1482880
pp211,497850
pp212,950400
pp213,235790
pp214,3477350
pp215,405140
pp216,985990
pp217,211490
pp218,175250
pp219,214600
pp220,8524000
pp221,537900
pp222,112000
pp223,799810
pp224,175930
pp225,101400
pp226,552620
pp228,619920
pp229,4518900
pp230,262820
pp231,417600
pp232,36500
pp233,188510
pp234,4716180
pp235,163360
pp236,134500
pp237,3739770
pp238,3300650
pp239,1284540
pp240,2249945
pp241,1855600
pp242,395710
pp244,4101940
pp245,1643940
pp246,74400
pp247,2644480
pp248,1814460
pp249,79900
pp25,371410
pp250,3636830
pp251,107900
pp253,78800
pp254,880600
pp255,435840
pp256,1475240
pp257,19956830
pp258,224910
pp259,241240
pp260,131700
pp261,60540
pp262,1059350
pp263,122200
pp265,175740
pp267,73850
pp268,890130
pp269,1107560
pp272,650100
pp273,315270
pp274,1570680
pp276,1757920
pp277,97000
pp278,564620
pp279,236540
pp280,250370
pp281,258130
pp282,216000
pp283,123540
pp284,940940
pp285,1588180
pp286,222500
pp287,364260
pp288,185100
pp289,4290470
pp290,1697970
pp291,142910
pp292,63240
pp293,88700
pp294,153200
pp295,193070
pp296,2197350
pp297,73850
pp298,1011190
pp299,77370
pp300,757730
pp301,485890
pp302,184080
pp303,366220
pp304,60540
pp305,243000
pp306,80450
pp307,164200
pp308,537560
pp309,1750340
pp310,1280780
pp311,85440
pp312,630470
pp313,4683050
pp314,432310
pp315,298100
pp316,868420
pp318,86870
pp319,78800
pp320,73850
pp321,3305370
pp322,466230
pp323,63240
pp324,79900
pp325,335060
pp326,231140
pp327,237010
pp328,170470
pp329,1871980
pp330,107900
pp331,451930
pp332,81500
pp333,254150
pp334,608680
pp335,52950
pp336,979290
pp337,293040
pp338,503160
pp339,656180
pp340,104480
pp341,1601410
pp342,75390
pp343,217540
pp344,108000
pp345,237360
pp346,3124300
pp347,104600
pp348,647370
pp349,71490
pp350,209070
pp351,2216490
pp352,374710
pp353,1267220
pp354,993970
pp355,620650
pp356,212990
pp357,611110
pp358,225850
pp359,107900
pp360,117300
pp361,392540
pp362,515160
pp363,567640
pp364,143470
pp365,382460
pp366,402640
pp367,177970
pp368,830655
pp369,60360
pp370,723710
pp371,121080
pp372,782040
pp373,79900
pp374,479960
pp375,78800
pp376,97000
pp377,257050
pp379,73850
pp380,935730
pp381,277660
pp382,132140
pp383,450250
pp385,688700
pp386,86870
pp387,225700
pp388,472640
pp389,452490
pp390,145450
pp391,69400
pp392,146500
pp393,78450
pp394,918260
pp395,109600
pp396,34690
pp398,2261400
pp399,239690
pp40,561800
pp400,1327610
pp401,60540
pp402,141470
pp403,204020
pp404,75390
pp406,96460
pp407,151280
pp408,1221070
pp409,515940
pp410,281460
pp411,185910
pp412,247840
pp413,811125
pp414,148840
pp415,267040
pp416,436230
pp417,549630
pp418,717800
pp419,77370
pp420,757780
pp421,3221900
pp422,246450
pp423,1108135
pp424,213010
pp425,712330
pp426,94790
pp427,1176690
pp428,139340
pp429,730170
pp430,826720
pp431,2057560
pp432,172310
pp433,1009060
pp434,84300
pp435,1423820
pp436,84600
pp437,469800
pp438,73850
pp439,1515660
pp440,1592570
pp442,2598540
pp443,195140
pp444,294010
pp445,119000
pp446,143140
pp447,931880
pp448,494555
pp449,1048240
pp450,3392110
pp451,570830
pp452,164200
pp453,291470
pp454,123940
pp455,667740
pp456,253790
pp457,1617020
pp458,169740
pp459,121300
pp460,123980
pp461,1395400
pp462,314470
pp463,434810
pp464,1629510
pp465,275020
pp466,88520
pp467,515180
pp468,348170
pp469,113380
pp470,574370
pp471,147700
pp472,94020
pp473,92520
pp474,718490
pp475,505220
pp476,125070
pp477,70500
pp478,120380
pp479,233100
pp480,88520
pp481,177140
pp482,1049120
pp483,232190
pp484,207000
pp485,840700
pp486,307210
pp489,1519970
pp490,316820
pp491,654470
pp492,785640
pp493,150290
pp494,890130
pp495,1688380
pp496,520580
pp497,444260
pp498,11341530
pp499,73850
pp500,3871060
pp501,765840
pp502,396410
pp503,73850
pp504,306740
pp505,1791470
pp506,117300
pp507,533950
pp508,370840
pp509,85400
pp511,371020
pp512,435750
pp513,464620
pp514,164200
pp515,555330
pp516,220740
pp517,108500
pp518,415470
pp519,103600
pp520,217100
pp521,520140
pp522,151070
pp523,314270
pp525,210880
pp527,1863140
pp528,158700
pp529,225130
pp530,30180
pp531,93400
pp532,914390
pp533,78800
pp534,220740
pp535,146500
pp536,86870
pp537,147480
pp538,159550
pp539,297280
pp540,131700
pp541,146670
pp542,484320
pp543,373320
pp544,983150
pp545,900170
pp547,2640235
pp548,159800
pp549,254330
pp550,400690
pp551,707580
pp552,746680
pp553,63240
pp554,316520
pp555,256400
pp556,432840
pp557,2651610
pp558,1541520
pp559,951260
pp560,63240
pp561,850300
pp562,45910
pp563,60660
pp564,63240
pp565,575000
pp566,502010
pp567,1320
pp568,437420
pp569,145540
pp570,234840
pp571,1020430
pp572,203220
pp574,165200
pp575,68900
pp576,222270
pp577,108500
pp578,288730
pp579,1320710
pp580,16440
pp581,117300
pp582,568490
pp583,117300
pp584,78800
pp585,180870
pp586,850990
pp587,153750
pp588,216620
pp589,342460
pp590,1016600
pp591,717320
pp592,73850
pp593,74400
pp594,707910
pp595,3530
pp596,85400
pp597,289620
pp598,422250
pp599,896940
pp600,156170
pp601,903560
pp602,85440
pp603,267580
pp604,47700
pp605,1786120
pp607,240400
pp608,1780600
pp609,1062680
pp610,1494800
pp611,71490
pp612,490050
pp613,330060
pp614,1002600
pp615,188080
pp616,1521750
pp617,61700
pp618,2183665
pp619,166880
pp620,57900
pp621,213850
pp622,700950
pp623,200770
pp624,73850
pp625,515390
pp627,73910
pp628,122200
pp629,1511360
pp63,281600
pp630,298240
pp631,7650
pp632,900360
pp633,120380
pp634,136370
pp635,698900
pp636,1203940
pp637,1543460
pp638,683350
pp639,523900
pp64,77000
pp640,994050
pp641,164920
pp642,4407870
pp643,170210
pp644,335000
pp645,203150
pp646,79900
pp647,58120
pp648,231840
pp649,811650
pp650,652620
pp651,2719980
pp652,74400
pp653,515860
pp654,175600
pp655,298110
pp656,1088750
pp657,2533980
pp658,73850
pp659,683200
pp660,852340
pp661,52400
pp662,16076360
pp663,182970
pp664,408110
pp665,353650
pp666,2011500
pp667,255740
pp668,308230
pp669,96460
pp670,1129175
pp671,898990
pp672,63240
pp673,274840
pp675,369970
pp676,1853950
pp677,139270
pp678,540720
pp679,131200
pp680,486630
pp681,61970
pp682,6216090
pp683,678340
pp684,135220
pp685,584250
pp686,60540
pp687,1038630
pp688,3077950
pp689,83790
pp690,61970
pp691,147360
pp692,235600
pp693,4750
pp694,148870
pp695,494290
pp696,132210
pp697,870690
pp698,229300
pp699,2646710
pp701,324900
pp702,224520
pp703,273590
pp704,677950
pp705,157270
pp706,28150
pp707,2684410
pp708,810390
pp709,382500
pp710,317900
pp711,139270
pp712,85400
pp713,81760
pp714,722620
pp715,131040
pp716,344250
pp717,533450
pp718,2893140
pp719,356920
pp720,122200
pp722,117300
pp724,393050
pp725,250640
pp726,76400
pp727,898300
pp728,3746480
pp730,58410
pp731,149820
pp732,1745520
pp734,440900
pp735,272470
pp737,84700
pp738,200640
pp740,82170
pp741,214170
pp743,242220
pp744,120270
pp745,106920
pp746,119020
pp748,3204915
pp749,363190
pp751,115170
pp752,1234050
pp753,382180
pp754,83050
pp755,140750
pp756,133320
pp757,154440
pp758,534480
pp759,410230
pp760,1643650
pp762,1300290
pp763,2191530
pp764,205920
pp765,326900
pp766,856680
pp767,170280
pp768,30060
pp769,1753220
pp770,76400
pp771,210520
pp772,291100
pp773,3480
pp774,138270
pp775,1846230
pp776,1197200
pp777,254350
pp778,68800
pp779,750340
pp780,210210
pp781,2217690
pp782,44410
pp783,81350
pp784,65780
pp785,300960
pp786,665560
pp787,264720
pp788,213020
pp789,293860
pp791,108570
pp792,1906350
pp793,116820
pp795,78870
pp797,116000
pp798,329040
pp799,177870
pp800,130320
pp801,173420
pp803,379720
pp804,77220
pp805,146520
pp806,77220
pp807,71450
pp808,448860
pp809,408870
pp810,79630
pp811,52230
pp814,148670
pp815,227040
pp816,87120
pp817,105260
pp819,429980
pp820,49830
pp821,284790
pp822,69170
pp823,267060
pp824,227070
pp825,212290
pp826,174900
pp827,68950
pp829,752070
pp830,25200
pp832,182820
pp883,944620
pp884,199300
pp885,83950
pp886,196520
pp889,116820
pp891,76400
pp892,56760
pp893,151140
pp894,483450
pp895,33870
pp896,1495200
pp898,123420
pp899,105600
pp900,192390
pp901,37240
pp9013,107550
pp902,159400
pp903,477300
pp904,13910
pp905,58410
pp906,76400
pp907,180460
pp908,206140
pp909,1034520
pp911,216820
pp912,1702720
pp913,547470
pp914,1377330
pp915,201470
pp916,166870
pp917,486060
pp918,826190
pp919,129830
pp920,149490
pp921,651360
pp922,222920
pp924,446080
pp925,123420
pp926,256780
pp927,123260
pp928,123230
pp929,147850
pp930,185790
pp931,331350
pp932,543660
pp934,968450
pp935,1403410
pp937,132330
pp938,876960
pp939,73950
pp940,443520
pp941,174240
pp942,163520
pp943,397450
pp944,174550
pp945,228360
pp946,115170
pp947,306240
pp948,146520
pp949,78870
pp950,10170
pp951,339070
pp952,193940
pp953,290740
pp954,241970
pp955,162940
pp956,7555310
pp957,189460
pp958,372200
pp959,1499730
pp960,200750
pp961,165170
pp962,132330
pp963,843500
pp964,1318620
pp965,1379950
pp966,147850
pp967,592650
pp968,119020
pp969,247500
pp970,284130
pp971,240740
pp972,193850
pp973,182820
pp974,118140
pp975,173690
pp976,279520
pp979,226710
pp980,152890
pp981,198320
pp982,2515220
pp983,179240
pp984,1481140
pp986,118470
pp987,68530
pp988,70620
pp989,876880
pp990,982310
pp991,25570
pp992,1650060
pp993,659900
pp994,146190
pp995,409480
pp996,236610
pp997,71450
pp998,269640
pp999,16150
ppee1234,114200
ppmk6966,739090
ppmm17,211640
ppootty827,73920
ppphhhss,347860
preetykimbob,69300
profc88,286240
psalms,837100
pscgopsc,160820
psi3232,274630
psm2113,1051090
pss00700,188290
psy9195,179390
psypolice,331350
ptoks06,63070
pucil1,94710
purple203,521830
purpleye,60020
pusangull,254760
pussen,89450
pych64,646390
pyeongchan9,3081310
pyh0708,99400
pynzzang,240160
pyungane07,561520
q19000,227140
q9691445,917700
qa1234,235800
qaqa1212,2150400
qazwsx1234,250510
qazxsw83,91960
qazz5521,506730
qhfkaspt1,853840
qhrud5088,229260
qhssmdwjr,1534400
qinqin2015,209320
qkakdh,361240
qkqngmlcks1,340380
qkr5624,123900
qkraltnr13,47700
qkrenl,117300
qkrkdwlqnd,117480
qkrrh4750,61900
qkrtkdrnjs,756610
qkrxodidqkr,81600
qkwk22,57850
qlcgksdl,83820
qmsdl4857,901930
qnfdns,286700
qorrn4865,306910
qpt8526,262450
qqq12333,147850
qsd681,221540
quddkfzz5919,723470
qw53888340,1168280
qwemhs,1623100
qwert910310,115860
qwqweer,104250
r34663691,8709220
rahyoon,96920
rak1582,1701240
rami1215,262790
rara7155,64720
rawoochang,548980
rbfla9655,92070
rcj8600,1397890
realhy71,2613000
realkang,4385860
redfud99,53870
redgift83,196810
redhot4,99400
redmulchi,47300
redox7905,171620
rejene,256240
replaysung,177170
retunz2,226600
rfood8174,554020
rhc5885,1109830
rhenqkd,78870
rhfrn1,1076480
rhkdtjr18,71450
rhm612,76400
rhwnsgh1105,118250
riosp85,45610
riverside39,372540
rkals7812,70620
rkdgp75,73700
rkdkdgus,328770
rkdrn88,1076290
rkdtjr97,293610
rkgprkgp,3689980
rlacltp,345650
rlagmltn3441,246000
rlarkak123,782150
rlarkdgh65,70670
rlaskagml,279400
rlaskatmd78,202840
rlawltnr85,552280
rlawngh7,284290
rlaxkrrn2,422360
rlove07,732440
rlove077,1597790
rlqkq12,422250
rmxehfdl,81620
rngksl12,12185670
rnjjang0220,64920
rnjsduddo,347330
roal051,230080
rockd83,3909800
rodsuri,196150
roimaster,2780860
rok1269,132570
roku4148,40320
romandoll,2785020
romandoll123,192470
rose826,185790
royal6700,291270
rst0313,961970
rubi1212,135850
rud9743,385700
rudal9767,164200
rudals730,992520
rudcnstjs,96920
rudskadlsp,438900
run21yoo,916255
rusi52,229180
s1000k,9360
s2duds2,174240
s6124,350570
s7razov,1172970
sachoon,148570
sakara,1862550
saktoung,221690
sam2026,145820
sama12,421890
samho1114,133630
samsunmi2,905280
san425,92070
sang9287,379460
sanghai1545,3616275
sangjin0301,135630
sarangever,1443880
sarbia,86240
sarew81,738430
savena408,1876180
saybinz12,81600
sbd2018,477170
sbm0111,328700
sboraaa,388980
sbsb0049,11290
sc0615,147150
scallet29,119750
sciencefarm,528660
scissors666,352270
scmwife,120120
scn898,318330
sco75,193520
scsodamae,896790
sd3633,328700
sda6438,186780
sdlscs,679470
seacloudj,55870
seagarden7,87410
secom8776,157740
secretgalaxy,66500
see2345,187210
seing302,388100
sejun87,11200190
sek4431,335380
selly7924,819290
semi27,94600
senior9901,134760
seo30312,54500
seok0315,748010
seokhee,316670
seong,137400
seoss5613,376320
seoul1818,768980
seoulok180211,367160
sese0105,706330
seshot01,1315760
setack,929880
seva2,365620
sevenxx,12010380
sfkrk,132500
sfree12,476610
sgj1122,246400
sgy1026,799450
sh017411,118740
sh090319,4606890
sh13,75390
sh760814,210000
sh7678,612560
shalala0109,98600
shco1230,53600
sheepkgd,1764220
shin7369,285100
shinware,4668510
shinzzang31,47800
shiozawa,81000
shj8930104,910030
shk5001,1166200
shk6515,1086100
shkim1017,2488500
shy7309,1556150
sia1977,73910
side1004,1815550
sierajang,601260
sih0822,242310
sijang0024,512400
sin3friend,147660
sin8486,81000
since8282,286080
sinjeon0201,77700
sinjiruai,324310
sinnara21k,223810
sinny7722,132500
sinsungru1,3188410
sinyangok,113180
sisifos001,416450
sjfmf8989,174240
sjhan1961,343660
sji6910,72270
sjkim3791,47700
sjkye3205,80670
sjy8115,1255755
sk11154,1590800
sk126223,120290
sk424272,345490
ska0212,159100
ska1959,133500
skagh03,1454110
skawocjf,1224730
skb3302,459140
skdjkim,72000
skdlfwls77,5075200
skej121519,52800
skemfl369,1184040
skgusqls00,538730
ski7346,218350
skisoon72,49700
skkk,244800
skleen1,112010
skn159,224410
sky1465018,206700
sky3269,180400
sky7,686470
sky791029,2013770
skyejaqufk,1296320
skyqb456,1480360
slk17118822m,253640
sm20091210,27920
sm7117,162950
smallposco2,207900
smgptnr1,55140
smile23i,284200
smilefood,88520
smj1102,98360
sms3957,1028090
snhfc,177210
sniperkims,641040
snrndi15,75200
sodduck2,53790
soju0629,106620
sok1352,352410
sokaj2p,1560010
som012,133160
son5861,1412880
son826,358560
sondy22,435230
song3820,32220
songbbag,1047130
songbyulyi,154300
songchunil,221760
songeunji,94710
sonhoya200,583000
sonicey,272800
sonodesign,95210
sontipe,73850
sonym80,556350
soo125500,110570
sook3040,56760
sook8492,341250
soonchanbang,85400
soos90,616960
sooyoung,664820
sori92151,1856600
sork1771,185310
sorry048,107640
sorry0705,806750
sossos67,213870
sou1124,116820
sound9298,848960
soung9309,9174540
sowon3448,292130
soyung,164120
sozja30,357370
spark127,108240
sparkskw,1965715
spc272,124250
spoholic,1586780
springhi737a,46750
sr220ja,273880
srs016,664100
srsj002,135240
ss0022,1066930
ss7050,53000
ssa5335,586270
ssa969800,97870
ssamg,231340
sseny2000,454950
sseong279,103300
ssh9278,88300
ssi8834,624140
ssmm486,272220
ssn85,168040
ssss4175,463030
sssuayo,801190
ssumer11,487910
ssunday2,218810
ssuniama,235300
ssy3800,60280
ssy680607,242500
ssyj97,187000
st11,28900
starchan1919,2508680
starkwak328,152470
starosc,518150
statelyjin,460850
statler3,698570
stay1214,148650
stgm06,101400
stllera,603500
stm0801,3928020
strawberry,101780
styshjyj,91670
subesube111,59670
subin98100,351710
subt6615,378930
sugar1956,3805220
suhms67,93810
sujinlee99,1254450
sujung0401,134500
sukpigbank40,4511530
sul1124,53600
sun0303,337720
sun1315,480660
sun730805,185720
sun8716,346150
sunandannie,63070
sunchi2308,249330
sunga0121,1634240
sunggong66,944950
sunhae,494555
suni9118,25570
sunnylaw99,136200
sunsun0507,230100
sunwoo3334,1152220
sus3860,813250
susdlzja,87120
sushincook,392740
susichun,59990
susu2115,155770
sususu7,185680
sw6342846,1139510
swallow17kna,722920
sweet0002,1103460
sweety7670,188880
swk2041,1040700
swlee6979,1306500
swoo2999,299280
sws1784,1021160
sy3927,55800
syc4806,332250
sydmir,456140
syhan080603,53900
syobjs,60000
sys7597,43000
t0553652666,372900
t2037721,315880
t2056447,84810
t2066088,1369160
t2135,303160
t2358992,92380
t2372250,727860
t2374114,5004070
t2376998,3642750
t2378821,261640
t2384747,913040
t2388992,330660
t2398989,1844520
t2420393,394650
t2545555,61970
t2624998,293260
t293656,246580
t3163447,251100
t3342705,376090
t3343363,8912690
t3361446,417640
t3380578,83110
t3628300,45190
t3638280,170940
t3645622,408060
t3659996,214110
t3676022,478170
t3823032,347570
t3861388,54120
t5005,58410
t5064148,548680
t5074320,287040
t5079555,1168640
t5155969,4132000
t5165561,375730
t5186867,2507530
t5210079,875910
t5212211,1102700
t5213708,139310
t5230532,593120
t5231868,138710
t5263690,601300
t5269445,1787780
t5273035,94710
t5829393,182820
t6233638,411590
t6258910,7349200
t6323638,260780
t6430643,348150
t7123,410500
t7280533,82170
t7283744,1268970
t7510966,182820
t7513063,84810
t7524141,285610
t7578060,514120
t7763136,2594090
t7820328,138710
t7836134,498230
t7840082,972840
t8518240,1834370
t8631101,896310
t8664094,3709260
t8664822,82170
t8962069,1496960
tach1161,228300
tacks1389,228170
taechul80,151470
taeho0814,432300
tailim,252290
tangshs5000,316790
tanina,150360
tank570,334260
tapsuup,197600
tasha19,745110
tel011600,60540
tel4923,455730
telhom2395,339100
tem0244,110220
teratech6985,280460
terren26,1560500
test000,166576
th74ds,93560
thaichai,445960
thal1011,299940
thddory87,655400
thdghk0815,374250
thebanchan,1380770
themidam,589760
thesikgaek,462330
thgkfl,50570
this915,1519410
thisjin4,485880
ths590716,49700
thsrhzn1,101310
thug69,1662480
tico213,184940
tico2857,100170
ticosmos,519680
tiempo2018,782890
time2040,229900
tjalsqkr123,135660
tjddms168999,154920
tjddus9151,16150
tjdgus9066,129300
tjdud0706,267800
tjfql7,2529040
tjrgmldudy,213930
tjrtndur,55870
tjs55,655070
tjsdufrnt,279820
tjsghk4337,559880
tjswjd82,96850
tjswo4111,54120
tk60,234560
tkdzma10,102500
tksehd,192190
tkzy200369,695070
tlqdjrsu,987280
tls088,422250
tlsdnjs21,189090
tnaqlth1981,164870
tnqlsql100,1203100
tnqlsql1000,2117390
tns9196,154630
tnsdlsp123,144000
tnwls6532,242090
togijangeaz,101870
tokeysalad,21500
tokeysalad1,81000
tokio,167500
tom4408,2359550
tomadeli,69000
tomihira,61970
tomisky,400350
tommyms,124840
tong2400,900675
tong6999,1211120
tongdal2,56100
top9997,1224300
toristar3,30840
toritoricoco,95370
toto,3038550
toujours,114920
toujours7777,59820
tovani,33390
tpfla12,690520
trainload,221320
tree6001,122410
triplehouse2017,258300
ttarobgj,298160
ttongo3,645260
twinsson,193700
twix3033,107900
twomenstory1,367640
tycoon,707670
tyt1009,36800
u1751,108240
u2986,143550
u7001,1266645
udha99,100170
ueaangel,710710
uhapark,132210
ujong08,153760
ukjh0309,63070
umi1224,104000
umi6262,598700
umma28,394140
umminji,209940
umulzib,141870
un8416,107910
underounds,60280
ungane,748350
unsinged_0,13910
unsinged_1,3007470
unsinged_10,129360
unsinged_100,351120
unsinged_1000,19000
unsinged_1001,68970
unsinged_1002,81600
unsinged_1003,2500
unsinged_1004,70620
unsinged_1005,133320
unsinged_1006,126720
unsinged_1007,547910
unsinged_1008,58410
unsinged_1009,96000
unsinged_101,319180
unsinged_1010,39710
unsinged_1011,124250
unsinged_1012,68970
unsinged_1013,120780
unsinged_1014,220440
unsinged_1015,116000
unsinged_1016,67320
unsinged_1017,124250
unsinged_1018,56760
unsinged_1019,132500
unsinged_102,78870
unsinged_1020,118310
unsinged_1021,22110
unsinged_1022,132500
unsinged_1023,76400
unsinged_1024,81350
unsinged_1025,71450
unsinged_1026,70620
unsinged_1027,890
unsinged_1028,38320
unsinged_1029,76400
unsinged_103,622420
unsinged_1030,68970
unsinged_1031,66500
unsinged_1032,66500
unsinged_1033,41910
unsinged_1034,3820
unsinged_1035,22110
unsinged_1036,185790
unsinged_1037,76400
unsinged_1038,92070
unsinged_1039,258720
unsinged_104,94380
unsinged_1040,360800
unsinged_1041,256750
unsinged_1042,131460
unsinged_1043,108570
unsinged_1044,56760
unsinged_1045,56760
unsinged_1046,138710
unsinged_1047,78870
unsinged_1048,83550
unsinged_1049,74120
unsinged_105,88770
unsinged_1050,82170
unsinged_1051,106920
unsinged_1052,75600
unsinged_1053,78750
unsinged_1054,106600
unsinged_1055,19305
unsinged_1056,16000
unsinged_1057,96000
unsinged_1059,7800
unsinged_106,196520
unsinged_1060,53300
unsinged_1061,11400
unsinged_1062,131300
unsinged_1063,229350
unsinged_1064,59400
unsinged_1065,16965
unsinged_1066,53300
unsinged_1067,26600
unsinged_1068,39760
unsinged_107,626250
unsinged_1070,13500
unsinged_1071,338200
unsinged_1072,73000
unsinged_1073,21500
unsinged_1075,57000
unsinged_1076,8940
unsinged_1077,15300
unsinged_1079,18740
unsinged_108,494555
unsinged_1080,28000
unsinged_1081,42500
unsinged_1082,113400
unsinged_1083,15100
unsinged_1086,47000
unsinged_1087,28210
unsinged_1088,29000
unsinged_109,200750
unsinged_1090,115610
unsinged_1091,100900
unsinged_1093,52200
unsinged_1094,159600
unsinged_1096,73000
unsinged_11,22110
unsinged_110,22110
unsinged_1103,53900
unsinged_1104,53900
unsinged_1105,13800
unsinged_1106,80500
unsinged_1108,45700
unsinged_1109,45700
unsinged_111,336600
unsinged_1111,184400
unsinged_1112,13500
unsinged_1115,125560
unsinged_1117,45700
unsinged_1119,53100
unsinged_112,425550
unsinged_1120,13010
unsinged_1121,45700
unsinged_1124,108330
unsinged_1126,45700
unsinged_113,830740
unsinged_1131,81000
unsinged_1134,100150
unsinged_1135,63600
unsinged_1136,64800
unsinged_1137,74080
unsinged_1138,52200
unsinged_1139,81840
unsinged_114,192060
unsinged_1140,13860
unsinged_1141,53820
unsinged_1142,25000
unsinged_1143,52200
unsinged_1144,13500
unsinged_1145,60000
unsinged_1146,10800
unsinged_1147,81000
unsinged_1148,62780
unsinged_1149,47000
unsinged_115,5160
unsinged_1150,90060
unsinged_1151,62780
unsinged_1152,109000
unsinged_1153,14600
unsinged_1154,58780
unsinged_1155,27000
unsinged_1156,105800
unsinged_1157,13500
unsinged_1158,38640
unsinged_1159,13500
unsinged_116,387110
unsinged_1160,240100
unsinged_1161,74930
unsinged_1162,93390
unsinged_1163,108330
unsinged_1164,15820
unsinged_1165,71660
unsinged_1166,15300
unsinged_1167,20000
unsinged_1168,70560
unsinged_1169,67770
unsinged_117,78870
unsinged_1170,42220
unsinged_1171,47000
unsinged_1172,387310
unsinged_1173,46670
unsinged_1174,266900
unsinged_1175,560870
unsinged_1176,47000
unsinged_1177,157560
unsinged_1178,263390
unsinged_1179,53600
unsinged_118,497150
unsinged_1180,118100
unsinged_1181,20000
unsinged_1182,74920
unsinged_1183,118850
unsinged_1184,53600
unsinged_1185,27110
unsinged_1186,107220
unsinged_1187,27000
unsinged_1188,38900
